Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Pathovar	Race	Comment	Bio Project ID	Project	Sample	Secondary Sample	Date Entered	Release Date	Barcode	Status	Coverage	Version	N50	Length	Species	Contig Number	No. N's	Barcode
PSE_AA7905AA	NIAB_266-T2A13L2a_241736	SRR35827401;ILLUMINA;Paired;;SRX30876632;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2022	9			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846545	SRS26879706	2026-02-20	2025-12-31	PSE_AA7905AA	Assembled	83.9	5.2	286507	5931499	Pseudomonas syringae;99.14%	42	1114	PSE_AA4457AA_AS
PSE_AA7906AA	NIAB_263-T2A12L1a_241735	SRR35827402;ILLUMINA;Paired;;SRX30876631;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2022	9			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846544	SRS26879705	2026-02-20	2025-12-31	PSE_AA7906AA	Assembled	55.6	5.2	440753	6025080	Pseudomonas syringae;93.6%	33	355	PSE_AA4458AA_AS
PSE_AA7907AA	NIAB_260-T2A10L2a_241734	SRR35827403;ILLUMINA;Paired;;SRX30876630;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2022	9			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846543	SRS26879704	2026-02-20	2025-12-31	PSE_AA7907AA	Assembled	73.9	5.2	782492	6158377	Pseudomonas syringae;98.86%	36	938	PSE_AA4459AA_AS
PSE_AA7908AA	NIAB_37-T1B4L2a_241653	SRR35827404;ILLUMINA;Paired;;SRX30876629;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2022	7			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846462	SRS26879703	2026-02-20	2025-12-31	PSE_AA7908AA	Assembled	57.2	5.2	1124488	6127891	Pseudomonas syringae;97.88%	22	2493	PSE_AA4460AA_AS
PSE_AA7909AA	NIAB_245-T2A3L1a_241730	SRR35827039;ILLUMINA;Paired;;SRX30876625;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2022	9			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846539	SRS26879699	2026-02-20	2025-12-31	PSE_AA7909AA	Assembled	52.4	5.2	754287	6028825	Pseudomonas syringae;98.47%	30	3516	PSE_AA4461AA_AS
PSE_AA7910AA	NIAB_241-T2A1L1a_241729	SRR35827040;ILLUMINA;Paired;;SRX30876624;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2022	9			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846538	SRS26879698	2026-02-20	2025-12-31	PSE_AA7910AA	Assembled	52.9	5.2	656920	6120585	Pseudomonas syringae;96.23%	18	2005	PSE_AA4462AA_AS
PSE_AA7911AA	NIAB_240-T1H15L2b_241728	SRR35827041;ILLUMINA;Paired;;SRX30876623;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2022	7			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846537	SRS26879697	2026-02-20	2025-12-31	PSE_AA7911AA	Assembled	60.4	5.2	470590	6017339	Pseudomonas syringae;98.28%	25	1527	PSE_AA4463AA_AS
PSE_AA7912AA	NIAB_238-T1H14L2b_241727	SRR35827042;ILLUMINA;Paired;;SRX30876622;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2022	7			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846536	SRS26879696	2026-02-20	2025-12-31	PSE_AA7912AA	Assembled	82	5.2	510601	6118892	Pseudomonas syringae;97.87%	26	1252	PSE_AA4464AA_AS
PSE_AA7913AA	NIAB_232-T1H11L2a_241725	SRR35827044;ILLUMINA;Paired;;SRX30876620;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2022	7			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846534	SRS26879694	2026-02-20	2025-12-31	PSE_AA7913AA	Assembled	73.4	5.2	967488	5887489	Pseudomonas syringae;98.29%	22	1405	PSE_AA4465AA_AS
PSE_AA7914AA	NIAB_36-T1B3L1b_241652	SRR35827046;ILLUMINA;Paired;;SRX30876618;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2022	7			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846461	SRS26879693	2026-02-20	2025-12-31	PSE_AA7914AA	Assembled	71.7	5.2	1183254	6031408	Pseudomonas syringae;98.81%	17	1169	PSE_AA4466AA_AS
PSE_AA7915AA	NIAB_168-T1F9L2b_241702	SRR35827048;ILLUMINA;Paired;;SRX30876616;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2022	7			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846511	SRS26879690	2026-02-20	2025-12-31	PSE_AA7915AA	Assembled	72	5.2	503515	5923330	Pseudomonas syringae;99.32%	21	1597	PSE_AA4467AA_AS
PSE_AA7916AA	NIAB_855-T4E8L1b_247956	SRR35827052;ILLUMINA;Paired;;SRX30876612;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	8			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846781	SRS26879686	2026-02-20	2025-12-31	PSE_AA7916AA	Assembled	85.3	5.2	275240	6351208	Pseudomonas syringae;97.08%	47	1228	PSE_AA4468AA_AS
PSE_AA7917AA	NIAB_840-T4D15L2a_247953	SRR35827055;ILLUMINA;Paired;;SRX30876609;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	8			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846778	SRS26879683	2026-02-20	2025-12-31	PSE_AA7917AA	Assembled	92.6	5.2	238880	6221641	Pseudomonas syringae;95.59%	42	1672	PSE_AA4469AA_AS
PSE_AA7918AA	NIAB_838-T4D14L2a_247952	SRR35827056;ILLUMINA;Paired;;SRX30876608;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	8			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846777	SRS26879682	2026-02-20	2025-12-31	PSE_AA7918AA	Assembled	78.2	5.2	294268	6125122	Pseudomonas syringae;98.66%	52	1630	PSE_AA4470AA_AS
PSE_AA7919AA	NIAB_836-T4D13L2b_247951	SRR35827057;ILLUMINA;Paired;;SRX30876607;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	8			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846776	SRS26879681	2026-02-20	2025-12-31	PSE_AA7919AA	Assembled	76.1	5.2	347398	6190788	Pseudomonas syringae;96.39%	39	945	PSE_AA4471AA_AS
PSE_AA7920AA	NIAB_834-T4D12L2a_247950	SRR35827058;ILLUMINA;Paired;;SRX30876606;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	8			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846775	SRS26879680	2026-02-20	2025-12-31	PSE_AA7920AA	Assembled	70.6	5.2	296397	5931859	Pseudomonas syringae;99.14%	45	1106	PSE_AA4472AA_AS
PSE_AA7921AA	NIAB_832-T4D11L2a_247949	SRR35827059;ILLUMINA;Paired;;SRX30876605;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	8			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846774	SRS26879679	2026-02-20	2025-12-31	PSE_AA7921AA	Assembled	71.1	5.2	191715	6071233	Pseudomonas syringae;96.91%	82	1287	PSE_AA4473AA_AS
PSE_AA7922AA	NIAB_830-T4D10L2b_247948	SRR35827060;ILLUMINA;Paired;;SRX30876604;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	8			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846773	SRS26879678	2026-02-20	2025-12-31	PSE_AA7922AA	Assembled	67.5	5.2	244869	5929554	Pseudomonas syringae;99.14%	43	738	PSE_AA4474AA_AS
PSE_AA7923AA	NIAB_107-T1D9L2a_241676	SRR35827061;ILLUMINA;Paired;;SRX30876603;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2022	7			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846485	SRS26879677	2026-02-20	2025-12-31	PSE_AA7923AA	Assembled	81.6	5.2	746812	5950103	Pseudomonas syringae;95.37%	19	302	PSE_AA4475AA_AS
PSE_AA7924AA	NIAB_828-T4D9L2b_247947	SRR35827062;ILLUMINA;Paired;;SRX30876602;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	8			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846772	SRS26879675	2026-02-20	2025-12-31	PSE_AA7924AA	Assembled	38.4	5.2	817575	5907912	Pseudomonas syringae;99.15%	20	1541	PSE_AA4476AA_AS
PSE_AA7925AA	NIAB_824-T4D7L2b_247946	SRR35827063;ILLUMINA;Paired;;SRX30876601;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	8			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846771	SRS26879676	2026-02-20	2025-12-31	PSE_AA7925AA	Assembled	79.2	5.2	1131816	5910331	Pseudomonas syringae;98.98%	19	1223	PSE_AA4477AA_AS
PSE_AA7926AA	NIAB_817-T4D4L1a_247943	SRR35827066;ILLUMINA;Paired;;SRX30876598;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	8			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846768	SRS26879672	2026-02-20	2025-12-31	PSE_AA7926AA	Assembled	99.5	5.2	473201	6026470	Pseudomonas syringae;97.47%	33	1303	PSE_AA4478AA_AS
PSE_AA7927AA	NIAB_816-T4D3L2b_247942	SRR35827067;ILLUMINA;Paired;;SRX30876597;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	8			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846767	SRS26879671	2026-02-20	2025-12-31	PSE_AA7927AA	Assembled	88.2	5.2	241801	6099638	Pseudomonas syringae;98.81%	52	923	PSE_AA4479AA_AS
PSE_AA7928AA	NIAB_813-T4D2L1a_247941	SRR35827068;ILLUMINA;Paired;;SRX30876596;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	8			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846766	SRS26879670	2026-02-20	2025-12-31	PSE_AA7928AA	Assembled	90.8	5.2	219319	6150204	Pseudomonas syringae;99.15%	51	1378	PSE_AA4480AA_AS
PSE_AA7929AA	NIAB_811-T4D1L1a_247940	SRR35827069;ILLUMINA;Paired;;SRX30876595;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	8			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846765	SRS26879669	2026-02-20	2025-12-31	PSE_AA7929AA	Assembled	79	5.2	480933	6122680	Pseudomonas syringae;99.02%	25	1116	PSE_AA4481AA_AS
PSE_AA7930AA	NIAB_806-T4C13L2a_247937	SRR35827071;ILLUMINA;Paired;;SRX30876593;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	8			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846762	SRS26879667	2026-02-20	2025-12-31	PSE_AA7930AA	Assembled	100.2	5.2	219306	6070030	Pseudomonas syringae;99.15%	59	1449	PSE_AA4482AA_AS
PSE_AA7931AA	NIAB_770-T4B10L2b_247919	SRR35827073;ILLUMINA;Paired;;SRX30876591;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	8			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846744	SRS26879664	2026-02-20	2025-12-31	PSE_AA7931AA	Assembled	87.7	5.2	210023	6156354	Pseudomonas syringae;97.31%	69	1943	PSE_AA4483AA_AS
PSE_AA7932AA	NIAB_765-T4B8L1a_247918	SRR35827075;ILLUMINA;Paired;;SRX30876589;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	8			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846743	SRS26879663	2026-02-20	2025-12-31	PSE_AA7932AA	Assembled	85.3	5.2	277197	6154066	Pseudomonas syringae;97.14%	53	1392	PSE_AA4484AA_AS
PSE_AA7933AA	NIAB_100-T1D5L1a_241673	SRR35827076;ILLUMINA;Paired;;SRX30876588;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2022	7			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846482	SRS26879662	2026-02-20	2025-12-31	PSE_AA7933AA	Assembled	58.4	5.2	561868	5960353	Pseudomonas syringae;98.64%	25	1915	PSE_AA4485AA_AS
PSE_AA7934AA	NIAB_804-T4C12L2b_247936	SRR35827077;ILLUMINA;Paired;;SRX30876587;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	8			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846761	SRS26879661	2026-02-20	2025-12-31	PSE_AA7934AA	Assembled	92.5	5.2	869358	5905277	Pseudomonas syringae;98.8%	17	1200	PSE_AA4486AA_AS
PSE_AA7935AA	NIAB_802-T4C11L2a_247935	SRR35827078;ILLUMINA;Paired;;SRX30876586;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	8			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846760	SRS26879660	2026-02-20	2025-12-31	PSE_AA7935AA	Assembled	80.7	5.2	310392	6151023	Pseudomonas syringae group genomosp. 3;90.39%	48	1298	PSE_AA4487AA_AS
PSE_AA7936AA	NIAB_624-T3E12L2b_247830	SRR35827277;ILLUMINA;Paired;;SRX30876585;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	5			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846673	SRS26879659	2026-02-20	2025-12-31	PSE_AA7936AA	Assembled	67.5	5.2	278986	6154305	Pseudomonas syringae;97.31%	61	1708	PSE_AA4488AA_AS
PSE_AA7937AA	NIAB_68-T1C4L1a_241666	SRR35827080;ILLUMINA;Paired;;SRX30876584;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2022	7			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846475	SRS26879657	2026-02-20	2025-12-31	PSE_AA7937AA	Assembled	96.7	5.2	541017	5912993	Pseudomonas syringae;98.64%	16	554	PSE_AA4489AA_AS
PSE_AA7938AA	NIAB_615-T3E8L1b_247828	SRR35827082;ILLUMINA;Paired;;SRX30876582;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	5			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846671	SRS26879655	2026-02-20	2025-12-31	PSE_AA7938AA	Assembled	71.5	5.2	273489	6155798	Pseudomonas syringae;96.98%	59	2120	PSE_AA4490AA_AS
PSE_AA7939AA	NIAB_609-T3E5L1b_247827	SRR35827083;ILLUMINA;Paired;;SRX30876581;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	5			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846670	SRS26879656	2026-02-20	2025-12-31	PSE_AA7939AA	Assembled	41.8	5.2	265723	6153596	Pseudomonas syringae;97.14%	53	2053	PSE_AA4491AA_AS
PSE_AA7940AA	NIAB_603-T3E2L1a_247825	SRR35827085;ILLUMINA;Paired;;SRX30876579;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	5			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846668	SRS26879653	2026-02-20	2025-12-31	PSE_AA7940AA	Assembled	85.3	5.2	912292	6010135	Pseudomonas syringae;98.64%	19	1102	PSE_AA4492AA_AS
PSE_AA7941AA	NIAB_599-T3D15L1b_247824	SRR35827086;ILLUMINA;Paired;;SRX30876578;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	5			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846667	SRS26879652	2026-02-20	2025-12-31	PSE_AA7941AA	Assembled	97	5.2	430404	5864498	Pseudomonas syringae;94.99%	22	269	PSE_AA4493AA_AS
PSE_AA7942AA	NIAB_646-T3F8L2b_247839	SRR35827088;ILLUMINA;Paired;;SRX30876576;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	5			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846682	SRS26879650	2026-02-20	2025-12-31	PSE_AA7942AA	Assembled	63.9	5.2	365190	6220318	Pseudomonas syringae;95.9%	62	1346	PSE_AA4494AA_AS
PSE_AA7943AA	NIAB_641-T3F6L1a_247837	SRR35827090;ILLUMINA;Paired;;SRX30876574;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	5			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846680	SRS26879648	2026-02-20	2025-12-31	PSE_AA7943AA	Assembled	87.7	5.2	273489	6157127	Pseudomonas syringae;97.31%	59	1256	PSE_AA4495AA_AS
PSE_AA7944AA	NIAB_640-T3F5L2b_247836	SRR35827091;ILLUMINA;Paired;;SRX30876573;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	5			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846679	SRS26879647	2026-02-20	2025-12-31	PSE_AA7944AA	Assembled	106.6	5.2	780301	6042721	Pseudomonas syringae;97.14%	30	1292	PSE_AA4496AA_AS
PSE_AA7945AA	NIAB_634-T3F2L2a_247834	SRR35827093;ILLUMINA;Paired;;SRX30876571;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	5			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846677	SRS26879644	2026-02-20	2025-12-31	PSE_AA7945AA	Assembled	69.1	5.2	287900	6041885	Pseudomonas syringae;100.0%	47	1454	PSE_AA4497AA_AS
PSE_AA7946AA	NIAB_629-T3E15L1a_247833	SRR35827094;ILLUMINA;Paired;;SRX30876570;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	5			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846676	SRS26879645	2026-02-20	2025-12-31	PSE_AA7946AA	Assembled	103.6	5.2	273489	6156072	Pseudomonas syringae;97.15%	58	1621	PSE_AA4498AA_AS
PSE_AA7947AA	NIAB_577-T3D4L1a_247815	SRR35827095;ILLUMINA;Paired;;SRX30876569;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	5			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846658	SRS26879643	2026-02-20	2025-12-31	PSE_AA7947AA	Assembled	80.1	5.2	295151	6149677	Pseudomonas syringae;98.99%	46	1399	PSE_AA4499AA_AS
PSE_AA7948AA	NIAB_573-T3D2L1b_247814	SRR35827096;ILLUMINA;Paired;;SRX30876568;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	5			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846657	SRS26879641	2026-02-20	2025-12-31	PSE_AA7948AA	Assembled	80.9	5.2	461294	5982759	Pseudomonas syringae;97.78%	31	1274	PSE_AA4500AA_AS
PSE_AA7949AA	NIAB_572-T3D1L2a_247813	SRR35827097;ILLUMINA;Paired;;SRX30876567;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	5			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846656	SRS26879642	2026-02-20	2025-12-31	PSE_AA7949AA	Assembled	94.2	5.2	795848	5850372	Pseudomonas syringae;94.81%	18	426	PSE_AA4501AA_AS
PSE_AA7950AA	NIAB_570-T3C15L2a_247812	SRR35827098;ILLUMINA;Paired;;SRX30876566;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	5			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846655	SRS26879640	2026-02-20	2025-12-31	PSE_AA7950AA	Assembled	62.8	5.2	330201	5978445	Pseudomonas syringae;100.0%	46	777	PSE_AA4502AA_AS
PSE_AA7951AA	NIAB_568-T3C14L2a_247811	SRR35827099;ILLUMINA;Paired;;SRX30876565;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	5			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846654	SRS26879638	2026-02-20	2025-12-31	PSE_AA7951AA	Assembled	68.5	5.2	982571	6061035	Pseudomonas syringae;93.36%	14	180	PSE_AA4503AA_AS
PSE_AA7952AA	NIAB_565-T3C13L1a_247810	SRR35827100;ILLUMINA;Paired;;SRX30876564;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	5			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846653	SRS26879639	2026-02-20	2025-12-31	PSE_AA7952AA	Assembled	96	5.2	1133326	5906063	Pseudomonas syringae;98.63%	19	1352	PSE_AA4504AA_AS
PSE_AA7953AA	NIAB_596-T3D13L2a_247822	SRR35827101;ILLUMINA;Paired;;SRX30876563;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	5			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846665	SRS26879637	2026-02-20	2025-12-31	PSE_AA7953AA	Assembled	105.8	5.2	1540417	6005786	Pseudomonas syringae;97.99%	13	863	PSE_AA4505AA_AS
PSE_AA7954AA	NIAB_592-T3D11L2a_247821	SRR35827102;ILLUMINA;Paired;;SRX30876562;SRA	Environment	Plant	Plant; Sweet cherry. Prunus avium cv. Sweetheart	2023	5			Europe	United Kingdom	England	Kent	Tonbridge and Malling District		51.28597713	0.45406584	University of Birmingham	Pseudomonas syringae				PRJNA1347059	SRP636348	SAMN52846664	SRS26879636	2026-02-20	2025-12-31	PSE_AA7954AA	Assembled	93.6	5.2	1541410	6006848	Pseudomonas syringae;97.99%	12	916	PSE_AA4506AA_AS
